"","flgs_number","pkts","bytes","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnP_PDstIP","TnP_PerProto","AR_P_Proto_P_SrcIP","N_IN_Conn_P_DstIP","AR_P_Proto_P_Dport","attack","category","subcategory"
"3656093",6,1,60,4,0.000137,0.000137,0,0.000137,0.000137,0.000137,1,0,60,0,0,0,0,77,77,8992.81,77,7299.27,1,"Reconnaissance","Service_Scan"
"3663421",6,1,60,4,7.2e-05,7.2e-05,0,7.2e-05,7.2e-05,7.2e-05,1,0,60,0,0,0,0,57,57,13624,57,11152.4,1,"Reconnaissance","Service_Scan"
"3627223",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3636450",1,2,120,1,0.000706,0.000706,0,0.000706,0.000706,0.000706,1,1,60,60,1416.430542,0,0,200,200,2378.06,100,2832.86,1,"Reconnaissance","Service_Scan"
"3668308",1,2,120,1,0.000183,0.000183,0,0.000183,0.000183,0.000183,1,1,60,60,5464.480957,0,0,200,200,14164.3,100,13002.2,1,"Reconnaissance","Service_Scan"
"3645108",1,2,120,1,0.001697,0.001697,0,0.001697,0.001697,0.001697,1,1,60,60,589.275208,0,0,200,200,6775.99,100,1178.55,1,"Reconnaissance","Service_Scan"
"3594852",1,2,134,1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,74,60,12500,0,0,1026,1021,4.79365,99,27397.3,1,"Reconnaissance","OS_Fingerprint"
"3612354",1,2,120,1,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,1,60,60,8928.571289,0,0,200,200,27019.7,100,17857.1,1,"Reconnaissance","Service_Scan"
"3665863",1,2,120,1,0.000416,0.000416,0,0.000416,0.000416,0.000416,1,1,60,60,2403.846191,0,0,200,200,4631.13,100,4807.69,1,"Reconnaissance","Service_Scan"
"3606912",6,1,60,4,2.9e-05,2.9e-05,0,2.9e-05,2.9e-05,2.9e-05,1,0,60,0,0,0,0,58,58,21707.7,58,25000,1,"Reconnaissance","Service_Scan"
"3586738",1,2,120,1,7.6e-05,7.6e-05,0,7.6e-05,7.6e-05,7.6e-05,1,1,60,60,13157.895508,0,0,203,203,34433.3,100,26315.8,1,"Reconnaissance","OS_Fingerprint"
"3614888",1,13,1113,6,0.198412,0.198412,0,0.198412,0.198412,0.198412,7,6,532,581,60.480213,30.240107,25.200089,1350,1350,11.4552,100,65.4538,1,"Reconnaissance","Service_Scan"
"3637864",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,84,84,88424.4,84,0,1,"Reconnaissance","Service_Scan"
"3585382",1,2,120,1,0.000536,0.000536,0,0.000536,0.000536,0.000536,1,1,60,60,1865.671631,0,0,200,200,1565.03,100,3731.34,1,"Reconnaissance","OS_Fingerprint"
"3606654",6,1,60,4,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,0,60,0,0,0,0,57,57,22653.7,57,20408.2,1,"Reconnaissance","Service_Scan"
"3642563",6,1,60,4,0.000275,0.000275,0,0.000275,0.000275,0.000275,1,0,60,0,0,0,0,58,58,6490.5,58,7272.73,1,"Reconnaissance","Service_Scan"
"3628420",1,2,120,1,0.004025,0.004025,0,0.004025,0.004025,0.004025,1,1,60,60,248.447189,0,0,186,186,698.823,100,496.894,1,"Reconnaissance","Service_Scan"
"3599336",1,12,887,6,6.024238,0.024595,0.007743,0.04919,0.016852,0.032338,7,5,474,413,1.825957,0.995977,0.663984,1001,715,5.07693,93,1.99287,1,"Reconnaissance","Service_Scan"
"3633001",1,2,120,1,0.001579,0.001579,0,0.001579,0.001579,0.001579,1,1,60,60,633.312195,0,0,201,201,1649.84,100,1266.62,1,"Reconnaissance","Service_Scan"
"3646531",1,2,120,1,0.000122,0.000122,0,0.000122,0.000122,0.000122,1,1,60,60,8196.72168,0,0,200,200,18930.4,100,16393.4,1,"Reconnaissance","Service_Scan"
"3655468",6,1,60,4,0.000123,0.000123,0,0.000123,0.000123,0.000123,1,0,60,0,0,0,0,77,76,8474.58,76,8130.08,1,"Reconnaissance","Service_Scan"
"3643215",1,2,134,1,2.2e-05,2.2e-05,0,2.2e-05,2.2e-05,2.2e-05,1,1,74,60,45454.546875,0,0,200,200,119048,100,90909.1,1,"Reconnaissance","Service_Scan"
"3632450",2,6,360,1,0.004711,0.002355,0.001958,0.004711,0.000397,0.004314,3,3,180,180,1061.345825,463.606873,424.53833,600,600,1287.54,100,1273.61,1,"Reconnaissance","Service_Scan"
"3588202",1,2,120,1,4.8e-05,4.8e-05,0,4.8e-05,4.8e-05,4.8e-05,1,1,60,60,20833.332031,0,0,200,200,46138.4,100,41666.7,1,"Reconnaissance","OS_Fingerprint"
"3666416",1,2,120,1,0.003394,0.003394,0,0.003394,0.003394,0.003394,1,1,60,60,294.637604,0,0,197,197,663.664,100,589.275,1,"Reconnaissance","Service_Scan"
"3621865",1,2,120,1,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,1,60,60,20408.164062,0,0,200,200,60829.5,100,38819.9,1,"Reconnaissance","Service_Scan"
"3619096",1,13,1113,6,0.197777,0.197777,0,0.197777,0.197777,0.197777,7,6,532,581,60.674397,30.337198,25.280998,1300,1300,65.4592,100,65.5271,1,"Reconnaissance","Service_Scan"
"3587623",1,2,120,1,3.4e-05,3.4e-05,0,3.4e-05,3.4e-05,3.4e-05,1,1,60,60,29411.763672,0,0,202,202,37577.1,100,58823.5,1,"Reconnaissance","OS_Fingerprint"
"3634582",1,2,120,1,0.000517,0.000517,0,0.000517,0.000517,0.000517,1,1,60,60,1934.236084,0,0,200,200,1775.69,100,3868.47,1,"Reconnaissance","Service_Scan"
"3649109",1,2,134,1,0.001283,0.001283,0,0.001283,0.001283,0.001283,1,1,74,60,779.423218,0,0,211,211,18.496,100,1558.85,1,"Reconnaissance","Service_Scan"
"3652470",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,192,192,319.35,100,0,1,"Reconnaissance","Service_Scan"
"3665895",1,2,120,1,0.000123,0.000123,0,0.000123,0.000123,0.000123,1,1,60,60,8130.081055,0,0,200,200,4631.13,100,16260.2,1,"Reconnaissance","Service_Scan"
"3617200",1,13,1113,6,0.197983,0.197983,0,0.197983,0.197983,0.197983,7,6,532,581,60.611267,30.305634,25.254694,1300,1300,65.4169,100,62.9508,1,"Reconnaissance","Service_Scan"
"3663317",6,1,60,4,0.00016,0.00016,0,0.00016,0.00016,0.00016,1,0,60,0,0,0,0,58,58,10937.5,58,6250,1,"Reconnaissance","Service_Scan"
"3615000",1,13,1113,6,0.197604,0.197604,0,0.197604,0.197604,0.197604,7,6,532,581,60.727516,30.363758,25.303131,1331,1331,30.2723,100,65.3605,1,"Reconnaissance","Service_Scan"
"3608814",6,1,60,4,4.1e-05,4.1e-05,0,4.1e-05,4.1e-05,4.1e-05,1,0,60,0,0,0,0,58,58,24549.9,58,24390.2,1,"Reconnaissance","Service_Scan"
"3664699",1,2,120,1,0.000843,0.000843,0,0.000843,0.000843,0.000843,1,1,60,60,1186.239624,0,0,200,200,4131.1,100,2372.48,1,"Reconnaissance","Service_Scan"
"3609434",1,2,120,1,0.000204,0.000204,0,0.000204,0.000204,0.000204,1,1,60,60,4901.960938,0,0,200,200,4162.68,100,9803.92,1,"Reconnaissance","Service_Scan"
"3634056",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,196,196,839.002,100,0,1,"Reconnaissance","Service_Scan"
"3646000",1,2,120,1,6.7e-05,6.7e-05,0,6.7e-05,6.7e-05,6.7e-05,1,1,60,60,14925.373047,0,0,200,200,17035.8,100,29850.7,1,"Reconnaissance","Service_Scan"
"3593642",1,2,120,1,0.000896,0.000896,0,0.000896,0.000896,0.000896,1,1,60,60,1116.071411,0,0,211,211,2505.85,100,2232.14,1,"Reconnaissance","OS_Fingerprint"
"3655085",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,96,96,31111.1,96,0,1,"Reconnaissance","Service_Scan"
"3584539",1,2,120,1,0.003001,0.003001,0,0.003001,0.003001,0.003001,1,1,60,60,333.22226,0,0,195,195,804.304,100,666.445,1,"Reconnaissance","OS_Fingerprint"
"3659908",6,1,60,4,0.000189,0.000189,0,0.000189,0.000189,0.000189,1,0,60,0,0,0,0,134,56,7322.18,57,5291.01,1,"Reconnaissance","Service_Scan"
"3618368",1,13,1113,6,0.197808,0.197808,0,0.197808,0.197808,0.197808,7,6,532,581,60.664886,30.332443,25.277037,1300,1300,65.6049,100,65.5767,1,"Reconnaissance","Service_Scan"
"3617574",1,13,1113,6,0.198076,0.198076,0,0.198076,0.198076,0.198076,7,6,532,581,60.582809,30.291405,25.242836,1300,1300,65.6384,100,65.5492,1,"Reconnaissance","Service_Scan"
"3641531",6,1,60,4,0.000202,0.000202,0,0.000202,0.000202,0.000202,1,0,60,0,0,0,0,59,59,8731.08,59,4950.5,1,"Reconnaissance","Service_Scan"
"3593962",1,2,120,1,0.000713,0.000713,0,0.000713,0.000713,0.000713,1,1,60,60,1402.524536,0,0,201,201,3270.63,100,2805.05,1,"Reconnaissance","OS_Fingerprint"
"3580671",1,2,120,1,7e-05,7e-05,0,7e-05,7e-05,7e-05,1,1,60,60,14285.713867,0,0,200,200,19275.2,100,28571.4,1,"Reconnaissance","OS_Fingerprint"
"3600771",6,1,60,4,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,0,60,0,0,0,0,57,57,21439.5,57,20408.2,1,"Reconnaissance","Service_Scan"
"3636094",1,2,120,1,0.004242,0.004242,0,0.004242,0.004242,0.004242,1,1,60,60,235.737854,0,0,194,194,576.816,100,471.476,1,"Reconnaissance","Service_Scan"
"3589253",1,2,120,1,0.000104,0.000104,0,0.000104,0.000104,0.000104,1,1,60,60,9615.384766,0,0,200,200,36850.9,100,19230.8,1,"Reconnaissance","OS_Fingerprint"
"3632565",2,6,360,1,0.004045,0.002022,0.001838,0.004045,0.000185,0.00386,3,3,180,180,1236.093994,518.134705,494.437592,532,536,1094.27,99,1483.31,1,"Reconnaissance","Service_Scan"
"3644730",1,2,134,1,2.9e-05,2.9e-05,0,2.9e-05,2.9e-05,2.9e-05,1,1,74,60,34482.757812,0,0,211,211,103960,100,68965.5,1,"Reconnaissance","Service_Scan"
"3586207",1,2,120,1,4.8e-05,4.8e-05,0,4.8e-05,4.8e-05,4.8e-05,1,1,60,60,20833.332031,0,0,135,135,213615,100,41666.7,1,"Reconnaissance","OS_Fingerprint"
"3595257",1,2,120,1,4.2e-05,4.2e-05,0,4.2e-05,4.2e-05,4.2e-05,1,1,60,60,23809.523438,0,0,211,211,27009.7,100,47619,1,"Reconnaissance","OS_Fingerprint"
"3614349",1,13,1113,6,0.286976,0.286976,0,0.286976,0.286976,0.286976,7,6,532,581,41.815342,20.907671,17.423059,2013,2013,11.5421,100,39.5738,1,"Reconnaissance","Service_Scan"
"3581378",1,2,120,1,8e-06,8e-06,0,8e-06,8e-06,8e-06,1,1,60,60,125000,0,0,200,200,60551,100,250000,1,"Reconnaissance","OS_Fingerprint"
"3634838",1,2,120,1,0.003406,0.003406,0,0.003406,0.003406,0.003406,1,1,60,60,293.599518,0,0,200,200,887.024,100,587.199,1,"Reconnaissance","Service_Scan"
"3637812",6,1,60,4,8e-06,8e-06,0,8e-06,8e-06,8e-06,1,0,60,0,0,0,0,84,84,88424.4,84,125000,1,"Reconnaissance","Service_Scan"
"3611632",1,2,120,1,3.8e-05,3.8e-05,0,3.8e-05,3.8e-05,3.8e-05,1,1,60,60,26315.791016,0,0,200,200,26202,100,52631.6,1,"Reconnaissance","Service_Scan"
"3617730",1,13,1113,6,0.197427,0.197427,0,0.197427,0.197427,0.197427,7,6,532,581,60.78196,30.39098,25.325815,1300,1300,65.5314,100,65.6016,1,"Reconnaissance","Service_Scan"
"3592937",1,2,120,1,0.00096,0.00096,0,0.00096,0.00096,0.00096,1,1,60,60,1041.666748,0,0,202,202,3635.91,100,2083.33,1,"Reconnaissance","OS_Fingerprint"
"3622576",1,2,120,1,2.7e-05,2.7e-05,0,2.7e-05,2.7e-05,2.7e-05,1,1,60,60,37037.035156,0,0,200,200,49598.8,100,39682.5,1,"Reconnaissance","Service_Scan"
"3624532",1,6,360,1,0.00747,0.00747,0,0.00747,0.00747,0.00747,3,3,180,180,669.344055,267.73761,267.73761,600,600,803.109,100,803.213,1,"Reconnaissance","Service_Scan"
"3658918",6,1,60,4,0.000114,0.000114,0,0.000114,0.000114,0.000114,1,0,60,0,0,0,0,70,70,7798.96,70,8771.93,1,"Reconnaissance","Service_Scan"
"3612077",1,2,120,1,5e-05,5e-05,0,5e-05,5e-05,5e-05,1,1,60,60,20000,0,0,200,200,10939.7,100,40000,1,"Reconnaissance","Service_Scan"
"3592329",1,2,120,1,0.000552,0.000552,0,0.000552,0.000552,0.000552,1,1,60,60,1811.594116,0,0,203,203,2255.13,100,3623.19,1,"Reconnaissance","OS_Fingerprint"
"3651604",1,2,120,1,0.003773,0.003773,0,0.003773,0.003773,0.003773,1,1,60,60,265.041077,0,0,198,198,605.518,100,530.082,1,"Reconnaissance","Service_Scan"
"3645100",1,2,120,1,0.001699,0.001699,0,0.001699,0.001699,0.001699,1,1,60,60,588.581543,0,0,200,200,5828.02,100,1177.16,1,"Reconnaissance","Service_Scan"
"3616794",1,13,1113,6,0.19899,0.19899,0,0.19899,0.19899,0.19899,7,6,532,581,60.304539,30.152269,25.12689,1300,1300,65.6054,100,65.5347,1,"Reconnaissance","Service_Scan"
"3661635",6,1,60,4,0.000156,0.000156,0,0.000156,0.000156,0.000156,1,0,60,0,0,0,0,58,58,7242.63,58,12820.5,1,"Reconnaissance","Service_Scan"
"3660585",6,1,60,4,0.000172,0.000172,0,0.000172,0.000172,0.000172,1,0,60,0,0,0,0,58,58,8911.52,58,11627.9,1,"Reconnaissance","Service_Scan"
"3667445",1,2,120,1,0.003602,0.003602,0,0.003602,0.003602,0.003602,1,1,60,60,277.623535,0,0,197,197,696.416,100,555.247,1,"Reconnaissance","Service_Scan"
"3638394",6,1,60,4,0.00012,0.00012,0,0.00012,0.00012,0.00012,1,0,60,0,0,0,0,58,58,7415.25,58,8333.33,1,"Reconnaissance","Service_Scan"
"3663893",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,191,191,653.501,100,0,1,"Reconnaissance","Service_Scan"
"3668287",1,2,120,1,0.000141,0.000141,0,0.000141,0.000141,0.000141,1,1,60,60,7092.19873,0,0,200,200,14388.5,100,13673.3,1,"Reconnaissance","Service_Scan"
"3598306",1,2,120,1,9.7e-05,9.7e-05,0,9.7e-05,9.7e-05,9.7e-05,1,1,60,60,10309.27832,0,0,211,211,14517.7,100,20618.6,1,"Reconnaissance","Service_Scan"
"3651014",1,2,120,1,0.003039,0.003039,0,0.003039,0.003039,0.003039,1,1,60,60,329.055603,0,0,200,200,1231.63,100,658.111,1,"Reconnaissance","Service_Scan"
"3629205",1,2,120,1,0.000157,0.000157,0,0.000157,0.000157,0.000157,1,1,60,60,6369.426758,0,0,203,203,5064.49,100,12738.9,1,"Reconnaissance","Service_Scan"
"3580907",1,2,120,1,0.000123,0.000123,0,0.000123,0.000123,0.000123,1,1,60,60,8130.081055,0,0,200,200,18145.5,100,16260.2,1,"Reconnaissance","OS_Fingerprint"
"3586563",1,2,120,1,7.3e-05,7.3e-05,0,7.3e-05,7.3e-05,7.3e-05,1,1,60,60,13698.629883,0,0,202,202,25917.4,100,27397.3,1,"Reconnaissance","OS_Fingerprint"
"3593180",1,2,120,1,0.001083,0.001083,0,0.001083,0.001083,0.001083,1,1,60,60,923.361023,0,0,204,204,3314.76,100,1846.72,1,"Reconnaissance","OS_Fingerprint"
"3603929",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,57,57,16431.9,57,44444.4,1,"Reconnaissance","Service_Scan"
"3631398",2,4,240,1,0.00759,0.00759,0,0.00759,0.00759,0.00759,2,2,120,120,395.256927,131.752304,131.752304,273,273,807.872,100,527.009,1,"Reconnaissance","Service_Scan"
"3622141",1,2,120,1,6.9e-05,6.9e-05,0,6.9e-05,6.9e-05,6.9e-05,1,1,60,60,14492.75293,0,0,198,200,56338,99,42461.9,1,"Reconnaissance","Service_Scan"
"3652063",1,2,120,1,0.004399,0.004399,0,0.004399,0.004399,0.004399,1,1,60,60,227.324387,0,0,198,198,601.694,100,454.649,1,"Reconnaissance","Service_Scan"
"3658595",6,1,60,4,0.000126,0.000126,0,0.000126,0.000126,0.000126,1,0,60,0,0,0,0,80,80,8710.8,80,7936.51,1,"Reconnaissance","Service_Scan"
"3586436",1,2,120,1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,202,202,25634.5,100,16806.7,1,"Reconnaissance","OS_Fingerprint"
"3655341",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,94,94,78014.2,94,0,1,"Reconnaissance","Service_Scan"
"3642537",6,1,109,4,0.000163,0.000163,0,0.000163,0.000163,0.000163,1,0,109,0,0,0,0,58,58,6673.02,58,6134.97,1,"Reconnaissance","Service_Scan"
"3585438",1,2,120,1,0.003682,0.003682,0,0.003682,0.003682,0.003682,1,1,60,60,271.591522,0,0,200,200,1133.51,100,543.183,1,"Reconnaissance","OS_Fingerprint"
"3588137",1,2,120,1,4.7e-05,4.7e-05,0,4.7e-05,4.7e-05,4.7e-05,1,1,60,60,21276.595703,0,0,200,200,46138.4,100,42553.2,1,"Reconnaissance","OS_Fingerprint"
"3620391",1,2,120,1,2.6e-05,2.6e-05,0,2.6e-05,2.6e-05,2.6e-05,1,1,60,60,38461.539062,0,0,200,200,23586.5,100,25614.8,1,"Reconnaissance","Service_Scan"
"3651277",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,196,196,609.364,100,0,1,"Reconnaissance","Service_Scan"
"3591050",1,2,120,1,0.000919,0.000919,0,0.000919,0.000919,0.000919,1,1,60,60,1088.139282,0,0,202,202,3576.74,100,2176.28,1,"Reconnaissance","OS_Fingerprint"
"3639963",6,1,60,4,0.000244,0.000244,0,0.000244,0.000244,0.000244,1,0,60,0,0,0,0,57,57,7843.14,57,4098.36,1,"Reconnaissance","Service_Scan"
"3628554",1,2,120,1,0.000979,0.000979,0,0.000979,0.000979,0.000979,1,1,60,60,1021.450439,0,0,195,195,1127.73,100,2042.9,1,"Reconnaissance","Service_Scan"
"3602895",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,60,60,50675.7,60,0,1,"Reconnaissance","Service_Scan"
"3636979",1,2,120,1,0.000963,0.000963,0,0.000963,0.000963,0.000963,1,1,60,60,1038.421631,0,0,199,199,737.469,100,2076.84,1,"Reconnaissance","Service_Scan"
"3653913",1,2,120,1,0.000887,0.000887,0,0.000887,0.000887,0.000887,1,1,60,60,1127.395752,0,0,200,200,2666.46,100,2254.79,1,"Reconnaissance","Service_Scan"
"3621514",1,2,120,1,5.3e-05,5.3e-05,0,5.3e-05,5.3e-05,5.3e-05,1,1,60,60,18867.923828,0,0,200,200,39497.3,100,32525.6,1,"Reconnaissance","Service_Scan"
"3627177",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3611405",1,11,1432,6,0.190299,0.190299,0,0.190299,0.190299,0.190299,6,5,607,825,52.548882,26.274441,21.019552,894,913,14.5883,98,28.8201,1,"Reconnaissance","Service_Scan"
"3618464",1,13,1113,6,0.197902,0.197902,0,0.197902,0.197902,0.197902,7,6,532,581,60.636074,30.318037,25.265032,1300,1300,65.6397,100,65.5889,1,"Reconnaissance","Service_Scan"
"3605570",6,1,60,4,4.9e-05,4.9e-05,0,4.9e-05,4.9e-05,4.9e-05,1,0,60,0,0,0,0,59,59,23041.5,59,40816.3,1,"Reconnaissance","Service_Scan"
"3624338",1,5,300,1,0.007903,0.007903,0,0.007903,0.007903,0.007903,2,3,120,180,506.136902,126.534225,253.068451,296,296,971.02,100,632.671,1,"Reconnaissance","Service_Scan"
"3632921",1,2,120,1,0.000815,0.000815,0,0.000815,0.000815,0.000815,1,1,60,60,1226.993896,0,0,201,201,1649.84,100,2453.99,1,"Reconnaissance","Service_Scan"
"3626529",1,3,180,1,0.005496,0.005496,0,0.005496,0.005496,0.005496,1,2,60,120,363.901031,0,181.950516,331,331,685.492,100,545.852,1,"Reconnaissance","Service_Scan"
"3597184",1,2,120,1,9.9e-05,9.9e-05,0,9.9e-05,9.9e-05,9.9e-05,1,1,60,60,10101.010742,0,0,178,200,38107.5,89,20202,1,"Reconnaissance","Service_Scan"
"3633950",1,2,120,1,0.000932,0.000932,0,0.000932,0.000932,0.000932,1,1,60,60,1072.961426,0,0,198,198,772.728,100,2145.92,1,"Reconnaissance","Service_Scan"
"3606094",6,1,60,4,4.7e-05,4.7e-05,0,4.7e-05,4.7e-05,4.7e-05,1,0,60,0,0,0,0,58,58,18115.9,58,21276.6,1,"Reconnaissance","Service_Scan"
"3663615",1,2,120,1,0.000772,0.000772,0,0.000772,0.000772,0.000772,1,1,60,60,1295.336792,0,0,199,199,1330.99,100,2590.67,1,"Reconnaissance","Service_Scan"
"3631327",1,2,120,1,0.000603,0.000603,0,0.000603,0.000603,0.000603,1,1,60,60,1658.374756,0,0,273,273,807.872,100,3316.75,1,"Reconnaissance","Service_Scan"
"3578837",1,2,120,1,0.000178,0.000178,0,0.000178,0.000178,0.000178,1,1,60,60,5617.977539,0,0,200,200,13301.4,100,11236,1,"Reconnaissance","OS_Fingerprint"
"3579646",1,2,120,1,0.000191,0.000191,0,0.000191,0.000191,0.000191,1,1,60,60,5235.602051,0,0,200,200,14951,100,10471.2,1,"Reconnaissance","OS_Fingerprint"
"3578043",1,2,120,1,0.000107,0.000107,0,0.000107,0.000107,0.000107,1,1,60,60,9345.793945,0,0,200,200,15256.7,100,18691.6,1,"Reconnaissance","OS_Fingerprint"
"3632600",2,4,240,1,0.006246,0.006246,0,0.006246,0.006246,0.006246,2,2,120,120,480.307404,160.102463,160.102463,532,536,1094.27,99,640.41,1,"Reconnaissance","Service_Scan"
"3580014",1,2,120,1,7.2e-05,7.2e-05,0,7.2e-05,7.2e-05,7.2e-05,1,1,60,60,13888.888672,0,0,201,201,18903.4,100,27777.8,1,"Reconnaissance","OS_Fingerprint"
"3588553",1,2,120,1,5.1e-05,5.1e-05,0,5.1e-05,5.1e-05,5.1e-05,1,1,60,60,19607.84375,0,0,201,201,30285,100,39215.7,1,"Reconnaissance","OS_Fingerprint"
"3649532",1,2,134,1,0.000711,0.000711,0,0.000711,0.000711,0.000711,1,1,74,60,1406.469727,0,0,201,201,184.943,100,2812.94,1,"Reconnaissance","Service_Scan"
"3602550",6,1,60,4,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,0,60,0,0,0,0,57,57,29787.2,57,76923.1,1,"Reconnaissance","Service_Scan"
"3592227",1,2,120,1,0.000187,0.000187,0,0.000187,0.000187,0.000187,1,1,60,60,5347.59375,0,0,203,203,2281.64,100,10695.2,1,"Reconnaissance","OS_Fingerprint"
"3632693",2,4,240,1,0.006437,0.006437,0,0.006437,0.006437,0.006437,2,2,120,120,466.055634,155.351868,155.351868,368,400,624.3,92,621.407,1,"Reconnaissance","Service_Scan"
"3584897",1,2,120,1,2.1e-05,2.1e-05,0,2.1e-05,2.1e-05,2.1e-05,1,1,60,60,47619.046875,0,0,208,196,2044.43,98,95238.1,1,"Reconnaissance","OS_Fingerprint"
"3633465",1,2,120,1,0.003596,0.003596,0,0.003596,0.003596,0.003596,1,1,60,60,278.086761,0,0,192,192,834.249,100,556.174,1,"Reconnaissance","Service_Scan"
"3626441",1,2,120,1,0.001217,0.001217,0,0.001217,0.001217,0.001217,1,1,60,60,821.692688,0,0,200,200,1591.9,100,1643.39,1,"Reconnaissance","Service_Scan"
"3664687",1,2,120,1,0.000412,0.000412,0,0.000412,0.000412,0.000412,1,1,60,60,2427.18457,0,0,200,200,4131.1,100,4854.37,1,"Reconnaissance","Service_Scan"
"3591983",1,2,120,1,0.00065,0.00065,0,0.00065,0.00065,0.00065,1,1,60,60,1538.461548,0,0,202,202,2439.44,100,3076.92,1,"Reconnaissance","OS_Fingerprint"
"3604771",6,1,60,4,0.000126,0.000126,0,0.000126,0.000126,0.000126,1,0,60,0,0,0,0,58,58,13875.1,58,15873,1,"Reconnaissance","Service_Scan"
"3635475",1,2,120,1,0.003761,0.003761,0,0.003761,0.003761,0.003761,1,1,60,60,265.886719,0,0,199,199,1037.99,100,531.773,1,"Reconnaissance","Service_Scan"
"3629871",2,4,240,1,0.004405,0.004405,0,0.004405,0.004405,0.004405,2,2,120,120,681.044312,227.014771,227.014771,327,327,1034.22,100,908.059,1,"Reconnaissance","Service_Scan"
"3617874",1,13,1113,6,0.198692,0.198692,0,0.198692,0.198692,0.198692,7,6,532,581,60.394985,30.197493,25.164577,1300,1300,65.5499,100,65.5562,1,"Reconnaissance","Service_Scan"
"3656374",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,74,74,7796.47,74,9478.67,1,"Reconnaissance","Service_Scan"
"3621418",1,2,120,1,5.8e-05,5.8e-05,0,5.8e-05,5.8e-05,5.8e-05,1,1,60,60,17241.378906,0,0,200,200,47109.2,100,33624.7,1,"Reconnaissance","Service_Scan"
"3649670",1,2,134,1,7.5e-05,7.5e-05,0,7.5e-05,7.5e-05,7.5e-05,1,1,74,60,13333.333008,0,0,201,201,182.099,100,26666.7,1,"Reconnaissance","Service_Scan"
"3661010",6,1,60,4,0.000233,0.000233,0,0.000233,0.000233,0.000233,1,0,60,0,0,0,0,58,58,7281.55,58,4291.85,1,"Reconnaissance","Service_Scan"
"3582089",1,2,120,1,0.002978,0.002978,0,0.002978,0.002978,0.002978,1,1,60,60,335.795837,0,0,193,193,640.755,100,671.592,1,"Reconnaissance","OS_Fingerprint"
"3609963",1,2,120,1,0.000126,0.000126,0,0.000126,0.000126,0.000126,1,1,60,60,7936.507812,0,0,200,200,12097.8,100,15873,1,"Reconnaissance","Service_Scan"
"3590062",1,2,120,1,3.3e-05,3.3e-05,0,3.3e-05,3.3e-05,3.3e-05,1,1,60,60,30303.029297,0,0,200,200,42839.7,100,60606.1,1,"Reconnaissance","OS_Fingerprint"
"3659361",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,74,74,7698.89,74,15037.6,1,"Reconnaissance","Service_Scan"
"3662346",6,1,60,4,0.000258,0.000258,0,0.000258,0.000258,0.000258,1,0,60,0,0,0,0,58,58,6337.14,58,3875.97,1,"Reconnaissance","Service_Scan"
"3615212",1,13,1113,6,0.198575,0.198575,0,0.198575,0.198575,0.198575,7,6,532,581,60.430565,30.215282,25.179403,1300,1300,65.57,100,65.6092,1,"Reconnaissance","Service_Scan"
"3627538",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3641928",6,1,60,4,0.000173,0.000173,0,0.000173,0.000173,0.000173,1,0,60,0,0,0,0,57,57,6575.86,57,5780.35,1,"Reconnaissance","Service_Scan"
"3652654",1,2,120,1,0.004433,0.004433,0,0.004433,0.004433,0.004433,1,1,60,60,225.580872,0,0,197,197,451.417,100,451.162,1,"Reconnaissance","Service_Scan"
"3577935",1,2,120,1,0.001616,0.001616,0,0.001616,0.001616,0.001616,1,1,60,60,618.81189,0,0,200,200,4875.43,100,1237.62,1,"Reconnaissance","OS_Fingerprint"
"3630126",1,2,120,1,0.000552,0.000552,0,0.000552,0.000552,0.000552,1,1,60,60,1811.594116,0,0,353,353,1889.73,100,3623.19,1,"Reconnaissance","Service_Scan"
