"","flgs_number","pkts","bytes","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnP_PDstIP","TnP_PerProto","AR_P_Proto_P_SrcIP","N_IN_Conn_P_DstIP","AR_P_Proto_P_Dport","attack","category","subcategory"
"3614871",1,13,1113,6,0.198913,0.198913,0,0.198913,0.198913,0.198913,7,6,532,581,60.327885,30.163942,25.136618,1350,1350,61.9745,100,65.4538,1,"Reconnaissance","Service_Scan"
"3652292",1,2,120,1,0.005003,0.005003,0,0.005003,0.005003,0.005003,1,1,60,60,199.880066,0,0,197,197,379.96,100,399.76,1,"Reconnaissance","Service_Scan"
"3589865",1,2,120,1,5.9e-05,5.9e-05,0,5.9e-05,5.9e-05,5.9e-05,1,1,60,60,16949.152344,0,0,200,200,27510.3,100,33898.3,1,"Reconnaissance","OS_Fingerprint"
"3619153",1,2,120,1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,60,60,76923.078125,0,0,354,354,136.051,100,41495.8,1,"Reconnaissance","Service_Scan"
"3659386",6,1,60,4,0.000154,0.000154,0,0.000154,0.000154,0.000154,1,0,60,0,0,0,0,74,74,7949.79,74,6493.51,1,"Reconnaissance","Service_Scan"
"3663124",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,58,58,8174.39,58,11428.6,1,"Reconnaissance","Service_Scan"
"3601584",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,58,58,21582.7,58,22727.3,1,"Reconnaissance","Service_Scan"
"3580383",1,2,120,1,0.000133,0.000133,0,0.000133,0.000133,0.000133,1,1,60,60,7518.797363,0,0,200,200,14595.3,100,15037.6,1,"Reconnaissance","OS_Fingerprint"
"3663936",1,2,120,1,0.003483,0.003483,0,0.003483,0.003483,0.003483,1,1,60,60,287.108826,0,0,197,197,677.104,100,574.218,1,"Reconnaissance","Service_Scan"
"3617888",1,13,1113,6,0.197835,0.197835,0,0.197835,0.197835,0.197835,7,6,532,581,60.656609,30.328304,25.273586,1300,1300,65.6071,100,65.5562,1,"Reconnaissance","Service_Scan"
"3580189",1,2,120,1,0.000172,0.000172,0,0.000172,0.000172,0.000172,1,1,60,60,5813.953613,0,0,200,200,16484,100,11627.9,1,"Reconnaissance","OS_Fingerprint"
"3619651",1,2,120,1,6.7e-05,6.7e-05,0,6.7e-05,6.7e-05,6.7e-05,1,1,60,60,14925.373047,0,0,198,200,55411.3,99,36383.7,1,"Reconnaissance","Service_Scan"
"3629027",1,2,120,1,5.9e-05,5.9e-05,0,5.9e-05,5.9e-05,5.9e-05,1,1,60,60,16949.152344,0,0,196,198,4200.6,98,33898.3,1,"Reconnaissance","Service_Scan"
"3619673",1,2,120,1,3.5e-05,3.5e-05,0,3.5e-05,3.5e-05,3.5e-05,1,1,60,60,28571.427734,0,0,198,200,37321.6,99,36383.7,1,"Reconnaissance","Service_Scan"
"3631803",1,2,120,1,0.002528,0.002528,0,0.002528,0.002528,0.002528,1,1,60,60,395.569641,0,0,200,200,883.923,100,791.139,1,"Reconnaissance","Service_Scan"
"3583941",1,2,120,1,0.000862,0.000862,0,0.000862,0.000862,0.000862,1,1,60,60,1160.092773,0,0,200,200,514.816,100,2320.19,1,"Reconnaissance","OS_Fingerprint"
"3610712",1,2,120,1,9.9e-05,9.9e-05,0,9.9e-05,9.9e-05,9.9e-05,1,1,60,60,10101.010742,0,0,201,201,23363.9,100,20202,1,"Reconnaissance","Service_Scan"
"3641269",6,1,60,4,0.000145,0.000145,0,0.000145,0.000145,0.000145,1,0,60,0,0,0,0,56,56,6457.56,56,6896.55,1,"Reconnaissance","Service_Scan"
"3594773",1,10,839,1,10.098489,0.013186,0.018444,0.039558,9.1e-05,0.03927,5,5,500,339,0.891222,0.396099,0.396099,863,863,0.230917,100,2.9208,1,"Reconnaissance","OS_Fingerprint"
"3664058",1,2,120,1,0.003461,0.003461,0,0.003461,0.003461,0.003461,1,1,60,60,288.933838,0,0,198,198,763.951,100,577.868,1,"Reconnaissance","Service_Scan"
"3659441",6,1,60,4,0.000126,0.000126,0,0.000126,0.000126,0.000126,1,0,60,0,0,0,0,71,71,6612.78,71,7936.51,1,"Reconnaissance","Service_Scan"
"3626496",1,2,120,1,0.001289,0.001289,0,0.001289,0.001289,0.001289,1,1,60,60,775.795166,0,0,200,200,1591.9,100,1551.59,1,"Reconnaissance","Service_Scan"
"3626106",1,2,120,1,0.001243,0.001243,0,0.001243,0.001243,0.001243,1,1,60,60,804.505188,0,0,200,200,1782.34,100,1609.01,1,"Reconnaissance","Service_Scan"
"3665706",1,2,120,1,0.000215,0.000215,0,0.000215,0.000215,0.000215,1,1,60,60,4651.163086,0,0,200,200,6286.34,100,9302.33,1,"Reconnaissance","Service_Scan"
"3616695",1,13,1113,6,0.198975,0.198975,0,0.198975,0.198975,0.198975,7,6,532,581,60.309086,30.154543,25.128786,1300,1300,65.6003,100,65.5878,1,"Reconnaissance","Service_Scan"
"3612113",1,2,120,1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,200,200,26688,100,25000,1,"Reconnaissance","Service_Scan"
"3640638",6,1,60,4,0.00017,0.00017,0,0.00017,0.00017,0.00017,1,0,60,0,0,0,0,58,58,7474.64,58,5882.35,1,"Reconnaissance","Service_Scan"
"3661395",6,1,60,4,0.000174,0.000174,0,0.000174,0.000174,0.000174,1,0,60,0,0,0,0,60,59,7163.32,59,5747.13,1,"Reconnaissance","Service_Scan"
"3641455",6,1,60,4,0.000156,0.000156,0,0.000156,0.000156,0.000156,1,0,60,0,0,0,0,57,57,8284.02,57,6410.26,1,"Reconnaissance","Service_Scan"
"3644879",1,2,120,1,0.000123,0.000123,0,0.000123,0.000123,0.000123,1,1,60,60,8130.081055,0,0,200,200,15669.1,100,16260.2,1,"Reconnaissance","Service_Scan"
"3591371",1,2,120,1,0.00059,0.00059,0,0.00059,0.00059,0.00059,1,1,60,60,1694.915283,0,0,201,201,3582.57,100,3389.83,1,"Reconnaissance","OS_Fingerprint"
"3653210",1,2,120,1,0.000716,0.000716,0,0.000716,0.000716,0.000716,1,1,60,60,1396.648071,0,0,200,200,1352.22,100,2793.3,1,"Reconnaissance","Service_Scan"
"3602147",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,58,58,30800.8,58,58823.5,1,"Reconnaissance","Service_Scan"
"3661331",6,1,60,4,0.000151,0.000151,0,0.000151,0.000151,0.000151,1,0,60,0,0,0,0,60,59,7149.67,59,13245,1,"Reconnaissance","Service_Scan"
"3632313",2,6,360,1,0.004323,0.002162,0.001488,0.004323,0.000674,0.003649,3,3,180,180,1156.604126,548.095337,462.641663,600,600,1341.92,100,1387.93,1,"Reconnaissance","Service_Scan"
"3633446",1,1,60,3,0,0,0,0,0,0,1,0,60,0,0,0,0,192,192,834.249,100,0,1,"Reconnaissance","Service_Scan"
"3578005",1,2,120,1,7.6e-05,7.6e-05,0,7.6e-05,7.6e-05,7.6e-05,1,1,60,60,13157.895508,0,0,200,200,15256.7,100,26315.8,1,"Reconnaissance","OS_Fingerprint"
"3663455",6,1,60,4,0.000157,0.000157,0,0.000157,0.000157,0.000157,1,0,60,0,0,0,0,57,57,7389.16,57,12738.9,1,"Reconnaissance","Service_Scan"
"3579002",1,2,120,1,0.000173,0.000173,0,0.000173,0.000173,0.000173,1,1,60,60,5780.347168,0,0,200,200,12879.1,100,11560.7,1,"Reconnaissance","OS_Fingerprint"
"3609149",1,1,120,4,0,0,0,0,0,0,1,0,120,0,0,0,0,49,57,0,30,0,1,"Reconnaissance","Service_Scan"
"3593087",1,2,120,1,0.000964,0.000964,0,0.000964,0.000964,0.000964,1,1,60,60,1037.34436,0,0,202,202,3539.08,100,2074.69,1,"Reconnaissance","OS_Fingerprint"
"3635453",1,2,120,1,0.003604,0.003604,0,0.003604,0.003604,0.003604,1,1,60,60,277.469482,0,0,199,199,1037.99,100,554.939,1,"Reconnaissance","Service_Scan"
"3591572",1,2,120,1,0.000258,0.000258,0,0.000258,0.000258,0.000258,1,1,60,60,3875.969238,0,0,376,376,5887.12,100,7751.94,1,"Reconnaissance","OS_Fingerprint"
"3623247",1,2,120,1,2.6e-05,2.6e-05,0,2.6e-05,2.6e-05,2.6e-05,1,1,60,60,38461.539062,0,0,200,200,33519.6,100,36920.8,1,"Reconnaissance","Service_Scan"
"3618316",1,13,1113,6,0.198087,0.198087,0,0.198087,0.198087,0.198087,7,6,532,581,60.579441,30.289721,25.241434,1300,1300,65.6049,100,65.5767,1,"Reconnaissance","Service_Scan"
"3659808",6,1,60,4,0.000183,0.000183,0,0.000183,0.000183,0.000183,1,0,60,0,0,0,0,147,57,7936.51,58,5464.48,1,"Reconnaissance","Service_Scan"
"3632020",1,2,120,1,0.003233,0.003233,0,0.003233,0.003233,0.003233,1,1,60,60,309.310242,0,0,200,200,666.478,100,618.62,1,"Reconnaissance","Service_Scan"
"3591358",1,2,120,1,0.000414,0.000414,0,0.000414,0.000414,0.000414,1,1,60,60,2415.458984,0,0,201,201,3582.57,100,4830.92,1,"Reconnaissance","OS_Fingerprint"
"3644537",1,2,134,1,1.5e-05,1.5e-05,0,1.5e-05,1.5e-05,1.5e-05,1,1,74,60,66666.671875,0,0,200,200,8172.27,100,133333,1,"Reconnaissance","Service_Scan"
"3613714",2,22,4458,1,0.207756,0.207756,0,0.207756,0.207756,0.207756,12,10,1582,2876,101.080116,52.946728,43.320049,1340,1340,20.5323,100,6.16507,1,"Reconnaissance","Service_Scan"
"3594663",1,8,597,6,0.011537,0.011537,0,0.011537,0.011537,0.011537,4,4,325,272,606.74353,260.032959,260.032959,815,823,2.18562,96,5.52311,1,"Reconnaissance","OS_Fingerprint"
"3577446",1,2,120,1,0,1.7e-05,1.7e-05,3.4e-05,0,3.4e-05,2,0,120,0,0,0,0,118,207,0,59,0,1,"Reconnaissance","OS_Fingerprint"
"3667387",1,2,120,1,0.000786,0.000786,0,0.000786,0.000786,0.000786,1,1,60,60,1272.264648,0,0,200,200,801.555,100,2544.53,1,"Reconnaissance","Service_Scan"
"3612524",1,25,4280,1,0.833145,0.833145,0,0.833145,0.833145,0.833145,13,12,1790,2490,28.806509,14.403255,13.202984,1385,1385,28.4812,100,23.7008,1,"Reconnaissance","Service_Scan"
"3625199",1,2,120,1,0.000952,0.000952,0,0.000952,0.000952,0.000952,1,1,60,60,1050.420166,0,0,205,205,1408.08,100,2100.84,1,"Reconnaissance","Service_Scan"
"3579099",1,2,120,1,0.002348,0.002348,0,0.002348,0.002348,0.002348,1,1,60,60,425.894379,0,0,200,200,10800.3,100,851.789,1,"Reconnaissance","OS_Fingerprint"
"3648386",1,2,134,1,0.00061,0.00061,0,0.00061,0.00061,0.00061,1,1,74,60,1639.344238,0,0,206,206,33.5377,100,3278.69,1,"Reconnaissance","Service_Scan"
"3631730",1,2,120,1,0.00189,0.00189,0,0.00189,0.00189,0.00189,1,1,60,60,529.100525,0,0,200,200,883.923,100,1058.2,1,"Reconnaissance","Service_Scan"
"3661875",6,1,60,4,0.000125,0.000125,0,0.000125,0.000125,0.000125,1,0,60,0,0,0,0,56,56,6466.51,56,8000,1,"Reconnaissance","Service_Scan"
"3625763",1,4,240,1,0.005939,0.005939,0,0.005939,0.005939,0.005939,2,2,120,120,505.135559,168.378525,168.378525,400,400,712.974,100,673.514,1,"Reconnaissance","Service_Scan"
"3650133",1,2,134,1,0.001297,0.001297,0,0.001297,0.001297,0.001297,1,1,74,60,771.01001,0,0,208,208,24.3491,100,1542.02,1,"Reconnaissance","Service_Scan"
"3644755",1,2,120,1,8.2e-05,8.2e-05,0,8.2e-05,8.2e-05,8.2e-05,1,1,60,60,12195.12207,0,0,211,211,16783.4,100,24390.2,1,"Reconnaissance","Service_Scan"
"3644209",1,2,134,1,1.8e-05,1.8e-05,0,1.8e-05,1.8e-05,1.8e-05,1,1,74,60,55555.554688,0,0,198,200,65737.1,99,111111,1,"Reconnaissance","Service_Scan"
"3588188",1,2,120,1,0.000104,0.000104,0,0.000104,0.000104,0.000104,1,1,60,60,9615.384766,0,0,200,200,39285.7,100,19230.8,1,"Reconnaissance","OS_Fingerprint"
"3598400",1,2,120,1,0.000237,0.000237,0,0.000237,0.000237,0.000237,1,1,60,60,4219.40918,0,0,211,211,14517.7,100,8438.82,1,"Reconnaissance","Service_Scan"
"3646208",1,2,120,1,0.000113,0.000113,0,0.000113,0.000113,0.000113,1,1,60,60,8849.557617,0,0,200,200,7040.52,100,17699.1,1,"Reconnaissance","Service_Scan"
"3631946",1,2,120,1,0.003214,0.003214,0,0.003214,0.003214,0.003214,1,1,60,60,311.138763,0,0,200,200,682.862,100,622.278,1,"Reconnaissance","Service_Scan"
"3605130",6,1,60,4,4e-05,4e-05,0,4e-05,4e-05,4e-05,1,0,60,0,0,0,0,56,56,29535.9,56,25000,1,"Reconnaissance","Service_Scan"
"3633162",1,2,120,1,0.000756,0.000756,0,0.000756,0.000756,0.000756,1,1,60,60,1322.751343,0,0,269,269,1445.29,100,2645.5,1,"Reconnaissance","Service_Scan"
"3663645",1,2,120,1,0.000659,0.000659,0,0.000659,0.000659,0.000659,1,1,60,60,1517.450684,0,0,199,199,1330.99,100,3034.9,1,"Reconnaissance","Service_Scan"
"3646835",1,2,134,1,0.000197,0.000197,0,0.000197,0.000197,0.000197,1,1,74,60,5076.14209,0,0,140,200,3498.08,70,10152.3,1,"Reconnaissance","Service_Scan"
"3633230",2,6,360,1,0.005316,0.002658,0.001536,0.005316,0.001122,0.004194,3,3,180,180,940.556824,476.871735,376.222717,306,404,1202.27,51,1128.67,1,"Reconnaissance","Service_Scan"
"3578020",1,2,120,1,7.1e-05,7.1e-05,0,7.1e-05,7.1e-05,7.1e-05,1,1,60,60,14084.506836,0,0,200,200,15256.7,100,28169,1,"Reconnaissance","OS_Fingerprint"
"3584364",1,2,120,1,0.003783,0.003783,0,0.003783,0.003783,0.003783,1,1,60,60,264.340485,0,0,197,197,573.516,100,528.681,1,"Reconnaissance","OS_Fingerprint"
"3637521",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,88,88,79929,88,10256.4,1,"Reconnaissance","Service_Scan"
"3646168",1,2,120,1,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,1,60,60,8928.571289,0,0,200,200,23084,100,17857.1,1,"Reconnaissance","Service_Scan"
"3620498",1,2,120,1,7e-05,7e-05,0,7e-05,7e-05,7e-05,1,1,60,60,14285.713867,0,0,198,200,32337.1,99,35947.7,1,"Reconnaissance","Service_Scan"
"3601517",6,1,60,4,3.6e-05,3.6e-05,0,3.6e-05,3.6e-05,3.6e-05,1,0,60,0,0,0,0,58,58,20242.9,58,27777.8,1,"Reconnaissance","Service_Scan"
"3621882",1,2,120,1,9e-05,9e-05,0,9e-05,9e-05,9e-05,1,1,60,60,11111.111328,0,0,200,200,34205.2,100,38819.9,1,"Reconnaissance","Service_Scan"
"3646061",1,2,120,1,8.6e-05,8.6e-05,0,8.6e-05,8.6e-05,8.6e-05,1,1,60,60,11627.907227,0,0,200,200,26994.2,100,23255.8,1,"Reconnaissance","Service_Scan"
"3620736",1,2,120,1,8.5e-05,8.5e-05,0,8.5e-05,8.5e-05,8.5e-05,1,1,60,60,11764.706055,0,0,200,200,24608.5,100,29124.8,1,"Reconnaissance","Service_Scan"
"3589948",1,2,120,1,8.6e-05,8.6e-05,0,8.6e-05,8.6e-05,8.6e-05,1,1,60,60,11627.907227,0,0,202,202,33082.2,100,23255.8,1,"Reconnaissance","OS_Fingerprint"
"3618438",1,13,1113,6,0.198104,0.198104,0,0.198104,0.198104,0.198104,7,6,532,581,60.574245,30.287123,25.239269,1300,1300,65.5969,100,65.5889,1,"Reconnaissance","Service_Scan"
"3653147",1,2,120,1,0.000939,0.000939,0,0.000939,0.000939,0.000939,1,1,60,60,1064.962769,0,0,200,200,2314.6,100,2129.93,1,"Reconnaissance","Service_Scan"
"3634529",1,2,120,1,0.000493,0.000493,0,0.000493,0.000493,0.000493,1,1,60,60,2028.397461,0,0,200,200,1775.69,100,4056.8,1,"Reconnaissance","Service_Scan"
"3598978",1,2,120,1,0.000167,0.000167,0,0.000167,0.000167,0.000167,1,1,60,60,5988.023926,0,0,200,200,13582.3,100,11976,1,"Reconnaissance","Service_Scan"
"3659814",6,1,60,4,9.7e-05,9.7e-05,0,9.7e-05,9.7e-05,9.7e-05,1,0,60,0,0,0,0,147,57,7936.51,58,20618.6,1,"Reconnaissance","Service_Scan"
"3594492",1,2,120,1,0.000752,0.000752,0,0.000752,0.000752,0.000752,1,1,60,60,1329.787231,0,0,201,201,2910.22,100,2659.57,1,"Reconnaissance","OS_Fingerprint"
"3626465",1,2,120,1,0.001309,0.001309,0,0.001309,0.001309,0.001309,1,1,60,60,763.941956,0,0,200,200,1591.9,100,1527.88,1,"Reconnaissance","Service_Scan"
"3632213",1,2,120,1,0.003181,0.003181,0,0.003181,0.003181,0.003181,1,1,60,60,314.366547,0,0,498,498,650.924,100,628.733,1,"Reconnaissance","Service_Scan"
"3652350",1,2,120,1,0.005075,0.005075,0,0.005075,0.005075,0.005075,1,1,60,60,197.044327,0,0,197,197,329.705,100,394.089,1,"Reconnaissance","Service_Scan"
"3651472",1,2,120,1,0.000756,0.000756,0,0.000756,0.000756,0.000756,1,1,60,60,1322.751343,0,0,195,195,649.558,100,2645.5,1,"Reconnaissance","Service_Scan"
"3581365",1,2,120,1,0,0,0,0,0,0,1,1,60,60,0,0,0,200,200,60551,100,0,1,"Reconnaissance","OS_Fingerprint"
"3649938",1,2,134,1,0.002367,0.002367,0,0.002367,0.002367,0.002367,1,1,74,60,422.475677,0,0,203,203,62.7219,100,844.951,1,"Reconnaissance","Service_Scan"
"3590801",1,2,120,1,0.000987,0.000987,0,0.000987,0.000987,0.000987,1,1,60,60,1013.171265,0,0,200,200,3479.77,100,2026.34,1,"Reconnaissance","OS_Fingerprint"
"3626981",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,194,194,3.89526,100,0,1,"Reconnaissance","Service_Scan"
"3596343",1,2,120,1,3e-06,3e-06,0,3e-06,3e-06,3e-06,1,1,60,60,333333.3125,0,0,203,203,121630,100,666667,1,"Reconnaissance","Service_Scan"
"3617793",1,13,1113,6,0.198158,0.198158,0,0.198158,0.198158,0.198158,7,6,532,581,60.557739,30.27887,25.232391,1300,1300,65.6659,100,65.6016,1,"Reconnaissance","Service_Scan"
"3611146",1,2,120,1,0.000122,0.000122,0,0.000122,0.000122,0.000122,1,1,60,60,8196.72168,0,0,200,200,16673.6,100,16393.4,1,"Reconnaissance","Service_Scan"
"3654356",1,2,120,1,0.003937,0.003937,0,0.003937,0.003937,0.003937,1,1,60,60,254.000519,0,0,197,197,603.521,100,508.001,1,"Reconnaissance","Service_Scan"
"3592019",1,2,120,1,0.001191,0.001191,0,0.001191,0.001191,0.001191,1,1,60,60,839.630554,0,0,202,202,2274.29,100,1679.26,1,"Reconnaissance","OS_Fingerprint"
"3650549",1,2,134,1,0.000734,0.000734,0,0.000734,0.000734,0.000734,1,1,74,60,1362.397827,0,0,203,203,64.067,100,2724.8,1,"Reconnaissance","Service_Scan"
"3662486",6,1,60,4,0.000185,0.000185,0,0.000185,0.000185,0.000185,1,0,60,0,0,0,0,58,58,6993.01,58,5405.41,1,"Reconnaissance","Service_Scan"
"3631666",1,2,120,1,0.001898,0.001898,0,0.001898,0.001898,0.001898,1,1,60,60,526.870361,0,0,273,273,691.598,100,1053.74,1,"Reconnaissance","Service_Scan"
"3589980",1,2,120,1,5.5e-05,5.5e-05,0,5.5e-05,5.5e-05,5.5e-05,1,1,60,60,18181.818359,0,0,202,202,33082.2,100,36363.6,1,"Reconnaissance","OS_Fingerprint"
"3581378",1,2,120,1,8e-06,8e-06,0,8e-06,8e-06,8e-06,1,1,60,60,125000,0,0,200,200,60551,100,250000,1,"Reconnaissance","OS_Fingerprint"
"3622597",1,2,120,1,2.6e-05,2.6e-05,0,2.6e-05,2.6e-05,2.6e-05,1,1,60,60,38461.539062,0,0,200,200,49598.8,100,39682.5,1,"Reconnaissance","Service_Scan"
"3647955",1,2,134,1,0.00038,0.00038,0,0.00038,0.00038,0.00038,1,1,74,60,2631.578857,0,0,200,200,4536.79,100,5263.16,1,"Reconnaissance","Service_Scan"
"3596968",1,2,120,1,1.4e-05,1.4e-05,0,1.4e-05,1.4e-05,1.4e-05,1,1,60,60,71428.570312,0,0,198,200,67808.2,99,142857,1,"Reconnaissance","Service_Scan"
"3581432",1,2,120,1,6e-06,6e-06,0,6e-06,6e-06,6e-06,1,1,60,60,166666.65625,0,0,597,595,5.25719,95,333333,1,"Reconnaissance","OS_Fingerprint"
"3633563",1,2,120,1,0.001021,0.001021,0,0.001021,0.001021,0.001021,1,1,60,60,979.431946,0,0,193,193,702.48,100,1958.86,1,"Reconnaissance","Service_Scan"
"3626893",1,4,240,1,0.00222,0.00222,0,0.00222,0.00222,0.00222,2,2,120,120,1351.35144,450.45047,450.45047,431,431,1293.48,100,1801.8,1,"Reconnaissance","Service_Scan"
"3593179",1,2,120,1,0.001064,0.001064,0,0.001064,0.001064,0.001064,1,1,60,60,939.84967,0,0,204,204,3314.76,100,1879.7,1,"Reconnaissance","OS_Fingerprint"
"3668010",1,2,120,1,0.000172,0.000172,0,0.000172,0.000172,0.000172,1,1,60,60,5813.953613,0,0,196,200,13031,98,15297,1,"Reconnaissance","Service_Scan"
"3614248",1,11,1500,6,0.189909,0.189909,0,0.189909,0.189909,0.189909,6,5,675,825,52.656799,26.3284,21.062719,1788,1788,63.1973,100,88.6271,1,"Reconnaissance","Service_Scan"
"3584510",1,2,120,1,0.000991,0.000991,0,0.000991,0.000991,0.000991,1,1,60,60,1009.081787,0,0,195,195,804.304,100,2018.16,1,"Reconnaissance","OS_Fingerprint"
"3656124",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,74,74,6899.2,74,9708.74,1,"Reconnaissance","Service_Scan"
"3593676",1,2,120,1,0.000612,0.000612,0,0.000612,0.000612,0.000612,1,1,60,60,1633.986938,0,0,211,211,2505.85,100,3267.97,1,"Reconnaissance","OS_Fingerprint"
"3597442",1,2,120,1,0.000284,0.000284,0,0.000284,0.000284,0.000284,1,1,60,60,3521.126709,0,0,200,200,6906.55,100,7042.25,1,"Reconnaissance","Service_Scan"
"3651543",1,2,120,1,0.003955,0.003955,0,0.003955,0.003955,0.003955,1,1,60,60,252.844498,0,0,198,198,689.079,100,505.689,1,"Reconnaissance","Service_Scan"
"3656292",6,1,60,4,0.000188,0.000188,0,0.000188,0.000188,0.000188,1,0,60,0,0,0,0,71,71,7296.14,71,5319.15,1,"Reconnaissance","Service_Scan"
"3603084",6,1,60,4,5.3e-05,5.3e-05,0,5.3e-05,5.3e-05,5.3e-05,1,0,60,0,0,0,0,56,56,34063.3,56,37735.8,1,"Reconnaissance","Service_Scan"
"3590366",2,10,908,6,5.006762,0.103849,0.102704,0.207697,0.001144,0.206553,6,4,624,284,1.797569,0.998649,0.59919,945,945,2.01182,100,2.26382,1,"Reconnaissance","OS_Fingerprint"
"3583345",1,2,120,1,5.3e-05,5.3e-05,0,5.3e-05,5.3e-05,5.3e-05,1,1,60,60,18867.923828,0,0,200,200,3408.08,100,37735.8,1,"Reconnaissance","OS_Fingerprint"
"3648715",1,2,134,1,5.7e-05,5.7e-05,0,5.7e-05,5.7e-05,5.7e-05,1,1,74,60,17543.859375,0,0,202,202,98.9101,100,35087.7,1,"Reconnaissance","Service_Scan"
"3609516",1,2,120,1,0.000193,0.000193,0,0.000193,0.000193,0.000193,1,1,60,60,5181.347168,0,0,200,200,11968.9,100,10362.7,1,"Reconnaissance","Service_Scan"
"3610735",1,2,120,1,2.2e-05,2.2e-05,0,2.2e-05,2.2e-05,2.2e-05,1,1,60,60,45454.546875,0,0,201,201,23363.9,100,90909.1,1,"Reconnaissance","Service_Scan"
"3585140",1,2,120,1,0.000525,0.000525,0,0.000525,0.000525,0.000525,1,1,60,60,1904.761963,0,0,199,199,4542.25,100,3210.27,1,"Reconnaissance","OS_Fingerprint"
"3651499",1,2,120,1,0.003547,0.003547,0,0.003547,0.003547,0.003547,1,1,60,60,281.928375,0,0,195,195,649.558,100,563.857,1,"Reconnaissance","Service_Scan"
"3613372",1,2,120,1,4.4e-05,4.4e-05,0,4.4e-05,4.4e-05,4.4e-05,1,1,60,60,22727.273438,0,0,237,237,7655.35,100,45454.5,1,"Reconnaissance","Service_Scan"
"3592017",1,2,120,1,0.001102,0.001102,0,0.001102,0.001102,0.001102,1,1,60,60,907.440979,0,0,202,202,2274.29,100,1814.88,1,"Reconnaissance","OS_Fingerprint"
"3629507",2,4,240,1,0.005237,0.005237,0,0.005237,0.005237,0.005237,2,2,120,120,572.847046,190.94902,190.94902,400,400,776.357,100,763.796,1,"Reconnaissance","Service_Scan"
"3627782",1,1,60,1,0,0,0,0,0,0,1,0,60,0,0,0,0,100,100,0,100,0,1,"Reconnaissance","Service_Scan"
"3597802",1,3,180,1,6.5e-05,6.5e-05,0,6.5e-05,6.5e-05,6.5e-05,2,1,120,60,30769.230469,15384.615234,0,201,201,12130.4,100,46153.8,1,"Reconnaissance","Service_Scan"
"3642565",6,1,60,4,0.000117,0.000117,0,0.000117,0.000117,0.000117,1,0,60,0,0,0,0,58,58,6673.02,58,8547.01,1,"Reconnaissance","Service_Scan"
"3662642",1,1,60,4,0,0,0,0,0,0,1,0,60,0,0,0,0,57,57,8172.8,57,21978,1,"Reconnaissance","Service_Scan"
"3577432",1,2,120,1,0,1.2e-05,1.2e-05,2.4e-05,0,2.4e-05,2,0,120,0,0,0,0,118,207,0,59,0,1,"Reconnaissance","OS_Fingerprint"
"3629359",1,2,120,1,0.000281,0.000281,0,0.000281,0.000281,0.000281,1,1,60,60,3558.718994,0,0,306,306,1035.77,100,7117.44,1,"Reconnaissance","Service_Scan"
"3653308",1,2,120,1,0.003257,0.003257,0,0.003257,0.003257,0.003257,1,1,60,60,307.031006,0,0,200,200,741.265,100,614.062,1,"Reconnaissance","Service_Scan"
"3586373",1,2,120,1,3.3e-05,3.3e-05,0,3.3e-05,3.3e-05,3.3e-05,1,1,60,60,30303.029297,0,0,200,200,12756.1,100,60606.1,1,"Reconnaissance","OS_Fingerprint"
"3606145",6,1,60,4,0.000115,0.000115,0,0.000115,0.000115,0.000115,1,0,60,0,0,0,0,58,58,17857.1,58,8695.65,1,"Reconnaissance","Service_Scan"
"3635016",1,2,120,1,0.000885,0.000885,0,0.000885,0.000885,0.000885,1,1,60,60,1129.943481,0,0,196,196,743.856,100,2259.89,1,"Reconnaissance","Service_Scan"
"3605443",6,1,60,4,3.6e-05,3.6e-05,0,3.6e-05,3.6e-05,3.6e-05,1,0,60,0,0,0,0,60,60,36407.8,60,27777.8,1,"Reconnaissance","Service_Scan"
"3657679",6,1,60,4,0.00015,0.00015,0,0.00015,0.00015,0.00015,1,0,60,0,0,0,0,75,75,6827.17,75,6666.67,1,"Reconnaissance","Service_Scan"
"3589649",1,2,120,1,3.2e-05,3.2e-05,0,3.2e-05,3.2e-05,3.2e-05,1,1,60,60,31250,0,0,200,200,45372.1,100,62500,1,"Reconnaissance","OS_Fingerprint"
"3663220",6,1,60,4,0.000161,0.000161,0,0.000161,0.000161,0.000161,1,0,60,0,0,0,0,58,58,7654.46,58,12422.4,1,"Reconnaissance","Service_Scan"
"3591636",1,2,120,1,0.000687,0.000687,0,0.000687,0.000687,0.000687,1,1,60,60,1455.604126,0,0,201,201,2717.21,100,2911.21,1,"Reconnaissance","OS_Fingerprint"
"3646875",1,2,134,1,0.000702,0.000702,0,0.000702,0.000702,0.000702,1,1,74,60,1424.501465,0,0,140,200,3498.08,70,2849,1,"Reconnaissance","Service_Scan"
